ID 名字 股市 板块分类 成立日期 下市时间 全名 地址 主要业务 
300146 汤臣倍健 深市 创业板 2010-12-15 NAN 汤臣倍健股份有限公司 广东省广州市科学城科学大道中99号科汇金谷3街3号 膳食营养补充剂的研发、生产和销售。
300147 香雪制药 深市 创业板 2010-12-15 NAN 广州市香雪制药股份有限公司 广东省广州市黄埔区广州经济技术开发区科学城金峰园路2号 现代中药的生产与销售
300148 天舟文化 深市 创业板 2010-12-15 NAN 天舟文化股份有限公司 湖南省长沙市岳麓区银杉路31号绿地中央广场紫峰写字楼6栋33F 青少年读物的策划、设计、制作与发行。
300149 量子高科 深市 创业板 2010-12-22 NAN 量子高科(中国)生物股份有限公司 广东省江门市高新区高新西路133号 以低聚果糖、低聚半乳糖为代表的益生元系列产品的研发、生产和销售。
300150 世纪瑞尔 深市 创业板 2010-12-22 NAN 北京世纪瑞尔技术股份有限公司 北京市海淀区上地信息路22号上地科技综合楼B座九 十层
300151 昌红科技 深市 创业板 2010-12-22 NAN 深圳市昌红科技股份有限公司 广东省深圳市坪山新区坪山锦龙大道西侧 精密塑料模具研发、设计、制造、注塑成型和零部件组装。核心产品为OA设备塑料模具及塑料零部件(结构件、外观件)制品;高端医用耗材(实验室)塑料模具及制品。
300152 科融环境 深市 创业板 2010-12-29 NAN 徐州科融环境资源股份有限公司 江苏省徐州市经济开发区杨山路12号 锅炉点火及燃烧成套设备和控制系统的设计制造
300153 科泰电源 深市 创业板 2010-12-29 NAN 上海科泰电源股份有限公司 上海市青浦区张江高新区青浦园天辰路1633号 智能环保电源设备的开发、设计、生产和销售
300154 瑞凌股份 深市 创业板 2010-12-29 NAN 深圳市瑞凌实业股份有限公司 广东省深圳市宝安区新安街道留仙二路飞扬兴业科技厂区厂房 逆变焊机、切割机、焊接小车等的生产、销售。
300155 安居宝 深市 创业板 2011-01-07 NAN 广东安居宝数码科技股份有限公司 广东省广州市开发区科学城起云路6号安居宝科技园 公司现有主营产品包括楼宇对讲系统和智能家居系统。
300156 神雾环保 深市 创业板 2011-01-07 NAN 神雾环保技术股份有限公司 北京市朝阳区将台路5号院15号楼座5-7层 节能环保密闭矿热炉技术系统和炉气高温净化与综合利用技术系统。
300157 恒泰艾普 深市 创业板 2011-01-07 NAN 恒泰艾普集团股份有限公司 北京市海淀区丰秀中路3号院4号楼401室 研发、销售油气勘探开发软件
300158 振东制药 深市 创业板 2011-01-07 NAN 山西振东制药股份有限公司 山西省长治市长治县光明南路振东科技园 中药制剂、化药制剂的研发、生产和销售。
300159 新研股份 深市 创业板 2011-01-07 NAN 新疆机械研究院股份有限公司 新疆维吾尔自治区乌鲁木齐市经济技术开发区融合南路501号 农牧及农副产品加工机械的生产、销售。
300160 秀强股份 深市 创业板 2011-01-13 NAN 江苏秀强玻璃工艺股份有限公司 江苏省宿迁市宿豫区江山大道28号 玻璃深加工产品的研发、生产与销售。
300161 华中数控 深市 创业板 2011-01-13 NAN 武汉华中数控股份有限公司 湖北省武汉市东湖开发区华工科技园 数控系统、机电一体化、电子、计算机、激光、通信等技术及产品的开发、研制、技术服务。
300162 雷曼股份 深市 创业板 2011-01-13 NAN 深圳雷曼光电科技股份有限公司 广东省深圳市南山区松白路百旺信高科技工业园二区第八栋 发光二极管及LED显示、照明及其他应用产品。
300163 先锋新材 深市 创业板 2011-01-13 NAN 宁波先锋新材料股份有限公司 浙江省宁波市海曙区集士港镇汇士路8号 高分子复合遮阳材料(阳光面料)产品的研发、生产和销售。
300164 通源石油 深市 创业板 2011-01-13 NAN 西安通源石油科技股份有限公司 陕西省西安市高新区科技二路70号软件园唐乐阁D301室 油田增产技术的集研发、产品推广和作业服务为一体的油田服务。
300165 天瑞仪器 深市 创业板 2011-01-25 NAN 江苏天瑞仪器股份有限公司 江苏省昆山市玉山镇中华园西路1888号天瑞大厦 以能量色散、波长色散X射线荧光光谱仪为主的高端分析仪器及应用软件的生产、销售和相关技术服务
300166 东方国信 深市 创业板 2011-01-25 NAN 北京东方国信科技股份有限公司 北京市朝阳区创达三路1号院1号楼 提供完整的企业商业智能(BI)系统解决方案
300167 迪威视讯 深市 创业板 2011-01-25 NAN 深圳市迪威视讯股份有限公司 广东省深圳市南山区西丽镇茶光路南侧深圳集成电路设计应用产业园307 定制化的专网视频通讯解决方案。
300168 万达信息 深市 创业板 2011-01-25 NAN 万达信息股份有限公司 上海市联航路1518号 软件开发、运营维护、系统集成三部分。
300169 天晟新材 深市 创业板 2011-01-25 NAN 常州天晟新材料股份有限公司 江苏省常州市龙锦路508号 主要从事高分子发泡材料的研发、生产与销售。
300170 汉得信息 深市 创业板 2011-02-01 NAN 上海汉得信息技术股份有限公司 上海市青浦区汇联路33号 为企业提供高端ERP实施服务。
300171 东富龙 深市 创业板 2011-02-01 NAN 上海东富龙科技股份有限公司 上海市闵行区都会路1509号 医用冻干机及冻干系统的研发、设计、生产、销售和服务。
300172 中电环保 深市 创业板 2011-02-01 NAN 中电环保股份有限公司 江苏省南京市江宁经济开发区诚信大道1800号 为火电、核电、石化、煤化工、冶金等行业的大型工业项目提供工业水处理系统解决方案、水处理备系统集成及工程承包业务。
300173 智慧松德 深市 创业板 2011-02-01 NAN 松德智慧装备股份有限公司 广东省中山市南头镇东福北路35号 凹版印刷机及其成套设备的研发、生产及销售。
300174 元力股份 深市 创业板 2011-02-01 NAN 福建元力活性炭股份有限公司 福建省南平市八一路356号 木质活性炭的研发、生产和销售。
300175 朗源股份 深市 创业板 2011-02-15 NAN 朗源股份有限公司 山东省龙口市高新技术产业园区朗源路299号 鲜果和干果种植管理、加工、仓储及销售
300176 鸿特精密 深市 创业板 2011-02-15 NAN 广东鸿特精密技术股份有限公司 广东省肇庆市鼎湖城区北十区 公司主营业务是开发、生产和销售用于汽车发动机、变速箱及底盘制造的铝合金精密压铸件及其总成。
300177 中海达 深市 创业板 2011-02-15 NAN 广州中海达卫星导航技术股份有限公司 广东省广州市番禺区番禺大道北555号番禺节能科技园总部中心13号楼 高精度卫星导航定位系统(GNSS)软硬件产品的研发、生产、销售
300178 腾邦国际 深市 创业板 2011-02-15 NAN 深圳市腾邦国际商业服务股份有限公司 广东省深圳市腾邦国际互联网金融产业园(福田保税区桃花路9号腾邦集团大厦)5楼 公司以航空客运销售代理业务为主
300179 四方达 深市 创业板 2011-02-15 NAN 河南四方达超硬材料股份有限公司 河南省郑州市经济技术开发区第十大街109号 是人造聚晶金刚石烧结体、人造金刚石复合片、立方氮化硼烧结体、立方氮化硼复合片、人造金刚石制品及立方氮化硼制品的研制、开发、生产与销售。
300180 华峰超纤 深市 创业板 2011-02-22 NAN 上海华峰超纤材料股份有限公司 上海市金山区亭卫南路888号 超细纤维合成革、超细纤维底坯和绒面革。
300181 佐力药业 深市 创业板 2011-02-22 NAN 浙江佐力药业股份有限公司 浙江省湖州市武康镇志远路 乌灵菌粉及乌灵胶囊的生产.
300182 捷成股份 深市 创业板 2011-02-22 NAN 北京捷成世纪科技股份有限公司 北京市海淀区知春路1号学院国际大厦709室 为视音频领域客户提供视音频技术及内容创新服务
300183 东软载波 深市 创业板 2011-02-22 NAN 青岛东软载波科技股份有限公司 山东省青岛市市北区上清路16号甲 低压电力线载波通信产品的研发、生产、销售和服务
300184 力源信息 深市 创业板 2011-02-22 NAN 武汉力源信息技术股份有限公司 湖北省武汉市东湖新技术开发区光谷大道武大园三路5号 IC等电子元器件的推广、销售及应用服务。
300185 通裕重工 深市 创业板 2011-03-08 NAN 通裕重工股份有限公司 山东省禹城市高新技术产业开发区 从事大型自由锻件产品的研发、生产和销售
300186 大华农 深市 创业板 2011-03-08 2015-11-02 广东大华农动物保健品股份有限公司 广东省云浮市新兴县新城镇东堤北路温氏科技园2号之三 生产：兽用胚毒灭活疫苗、细胞毒灭活疫苗、细菌灭活疫苗、胚毒活疫苗、细胞毒活疫苗、细菌活疫苗、饲料添加剂；销售：兽用生物制品、饲料添加剂、兽用化学药品、中药制剂、外用杀虫剂、消毒剂、原料药、生化药品、中药材（中药饮片）及相关技术的咨询服务；生产、销售：普通级五指山小型猪实验动物。（以上项目持有效许可证经营）。货物和技术进出口（法律、行政法规禁止的除外；法律、行政法规限制的项目需取得许可后方可经营）。[以下项目由分公司持有效许可证经营]：生产：兽用粉剂、预混剂、散剂、颗粒剂、口服溶液剂、粉针剂、消毒剂（液体）、最终灭菌大容量注射剂（非静脉注射）、最终灭菌小容量注射剂；销售：兽用生物制品、兽用化学药品、中药制剂、外用杀虫剂、消毒剂、原料药、生化药品、中药材（中药饮片）。
300187 永清环保 深市 创业板 2011-03-08 NAN 永清环保股份有限公司 湖南省长沙市浏阳市国家生物医药产业基地(319国道旁) 为高污染、高耗能工业企业提供烟气排放综合解决方案
300188 美亚柏科 深市 创业板 2011-03-16 NAN 厦门市美亚柏科信息股份有限公司 福建省厦门市软件园二期观日路12号美亚柏科大厦 电子数据取证产品和网络信息安全产品两大产品系列
300189 神农基因 深市 创业板 2011-03-16 NAN 海南神农基因科技股份有限公司 海南省海口市紫荆路2-1号紫荆信息公寓26A 优质杂交水稻种子和其他农作物良种的选育、推广、销售。
300190 维尔利 深市 创业板 2011-03-16 NAN 江苏维尔利环保科技股份有限公司 江苏省常州市汉江路156号 针对所需处理垃圾渗滤液处理项目的渗滤液水质及其变化情况、处理规模等特征
300191 潜能恒信 深市 创业板 2011-03-16 NAN 潜能恒信能源技术股份有限公司 北京市朝阳区北苑路甲13号北辰新纪元大厦2塔22层 为石油公司提供地震数据处理解释一体化找油服务。
300192 科斯伍德 深市 创业板 2011-03-22 NAN 苏州科斯伍德油墨股份有限公司 江苏省苏州市相城区黄埭镇春申路989号 环保型胶印油墨的研发、生产及销售。
300193 佳士科技 深市 创业板 2011-03-22 NAN 深圳市佳士科技股份有限公司 广东省深圳市南山区桃园路田厦国际中心A栋1606-1610 焊割设备的研发、生产和销售
